ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Loan Title,Debit to Income,Delinquency - two years,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
40251522,19878,34811,14446.5248,58,BAT1761981,10.80842471,A,A1,RENT,125617.8113,Source Verified,Credit card refinancing,13.27734514,0,25310,13.00338226,24,w,2556.295656,0.096032302,5.569008091,0.972058744,0,INDIVIDUAL,68,29,326268,19847,0
11560842,15428,34064,12100.20319,58,BAT3865626,13.52954078,B,E2,RENT,51174.61172,Source Verified,Debt consolidation,29.68819605,0,15458,16.62220088,17,f,673.309657,0.060610462,4.285791129,1.205275828,0,INDIVIDUAL,77,55,234304,3481,0
3690113,11815,9676,5908.32933,59,BAT1184694,17.67431269,C,B3,MORTGAGE,48738.11176,Source Verified,Debt consolidation,34.40922654,0,18444,91.58557279,22,w,2311.758936,0.054803784,1.18870341,1.09028982,0,INDIVIDUAL,115,37,40694,19965,0
61765306,14726,7612,16568.14573,59,BAT2833642,20.20866315,B,B5,RENT,86918.12244,Verified,Credit card refinancing,35.0922451,0,11876,48.45846405,29,w,1428.143684,0.086670372,0.460509855,0.34324932,0,INDIVIDUAL,28,1,25301,48393,0
6842782,6310,28962,32179.93924,59,BAT1104812,10.48113852,C,F3,RENT,218526.8463,Verified,Debt consolidation,37.41957891,0,4513,60.81162437,32,w,1919.73268,0.014283586,2.813637294,1.16203114,0,INDIVIDUAL,85,25,135335,9575,0
5949009,27874,32992,12032.87707,58,BAT1766061,11.80291655,D,E2,OWN,53763.96363,Not Verified,Debt consolidation,33.43393281,0,1815,66.51546393,43,f,266.157889,0.096547136,5.220802098,0.501736709,0,INDIVIDUAL,81,38,245912,11740,0
52489822,14191,24058,10469.72852,59,BAT1104812,11.29422969,A,B4,MORTGAGE,58262.7064,Source Verified,Credit card refinancing,38.36314335,2,7059,48.39556751,10,w,398.5262333,0.097751443,0.777112187,0.586768681,0,INDIVIDUAL,124,44,151565,7795,0
58841755,27391,11411,14113.53651,59,BAT5849876,5.758649486,D,C1,MORTGAGE,62934.40321,Not Verified,Credit card refinancing,30.14172761,0,6674,10.55572922,16,w,1145.682099,0.057598381,2.518664677,0.884518977,0,INDIVIDUAL,90,24,39142,56923,0
58209840,22573,6848,13538.8916,59,BAT2136391,10.38884611,B,A1,MORTGAGE,71927.80234,Verified,Debt consolidation,9.804184321,0,9374,36.89770979,9,w,13.58329108,0.029884609,8.9835558,1.076973974,0,INDIVIDUAL,68,12,585910,16649,1
50312608,19357,22745,16714.10546,59,BAT5547201,6.841948491,C,A4,RENT,59878.36783,Source Verified,Debt consolidation,33.93460812,0,4311,38.2717918,7,f,3434.8598,0.028591296,4.89697562,1.057739753,0,INDIVIDUAL,97,53,507494,8166,0
26188592,30136,19564,9744.459472,58,BAT1104812,9.478689081,B,C1,RENT,56257.63628,Source Verified,Credit card refinancing,37.70937835,0,4123,68.78221065,4,f,688.3696148,0.097689395,10.8137923,0.612799975,0,INDIVIDUAL,71,45,180682,65565,1
62142104,10732,5523,15535.94943,59,BAT3193689,17.96099686,E,F3,OWN,190479.398,Not Verified,Credit card refinancing,28.4747034,2,3077,62.93090047,16,w,2141.628974,0.042546554,3.290043562,0.462953984,0,INDIVIDUAL,73,41,434816,13005,0
9105264,30569,21958,33295.16983,59,BAT1780517,6.125812247,C,A4,RENT,114906.8504,Source Verified,Debt consolidation,29.23582371,0,1758,36.43039048,14,w,471.0047278,0.06163715,2.553298147,0.660639827,0,INDIVIDUAL,97,31,15722,12933,1
3617936,6371,11774,7837.707191,59,BAT2078974,12.66169301,B,F4,MORTGAGE,46296.05852,Not Verified,Credit card refinancing,22.26794262,0,6421,25.69992374,23,f,1631.092419,0.035190179,5.807735672,1.193296313,0,INDIVIDUAL,103,44,340156,9948,0
63778810,20809,11166,13787.77482,59,BAT224923,18.13274429,E,A5,MORTGAGE,111759.4314,Verified,Other,27.90792219,0,11296,40.64569841,13,f,872.8246213,0.016017231,2.57548674,0.99228527,0,INDIVIDUAL,69,24,161763,9327,0
4946233,32550,10438,12624.23056,59,BAT2252229,12.42474864,B,C4,MORTGAGE,120490.4379,Verified,Debt consolidation,18.05075514,0,4618,67.28637365,16,w,5239.42469,19.60073027,2.153495903,0.850275313,0,INDIVIDUAL,153,37,28400,63815,0
7813591,33210,16678,4380.723559,58,BAT3865626,11.77276062,A,C1,RENT,69463.03238,Source Verified,Credit card refinancing,31.35601445,1,4349,89.43925456,31,f,2605.822549,0.004711649,3.955112087,0.565013311,0,INDIVIDUAL,69,47,176772,18007,0
16131225,5753,7876,11302.78034,58,BAT2575549,12.10570845,B,D4,MORTGAGE,86873.75412,Source Verified,Debt consolidation,27.95959971,0,12834,43.45824678,13,w,1881.962884,0.007655,2.011371884,0.428456193,0,INDIVIDUAL,46,35,230863,28238,0
7828378,14080,7454,15326.11258,59,BAT5924421,9.342904375,B,B5,MORTGAGE,77580.23432,Source Verified,Debt consolidation,35.61844575,0,3709,40.56885069,12,w,295.0907845,0.094641488,4.895418766,0.462504603,0,INDIVIDUAL,49,33,19132,15676,0
11818167,14844,4955,22278.52443,59,BAT2558388,12.05284895,C,A1,MORTGAGE,87131.01649,Source Verified,Credit card refinancing,11.98555605,3,1538,61.05795023,14,w,5670.29531,0.044867866,3615.934315,0.696140859,0,INDIVIDUAL,99,30,18153,18809,0
33894751,8502,8015,19032.28585,59,BAT4271519,12.52696463,A,B2,RENT,133619.062,Source Verified,Debt consolidation,16.13552085,1,5263,58.49439351,16,w,392.8048843,0.029414324,3.239271783,1.448969593,0,INDIVIDUAL,105,31,30703,7720,0
46837211,25271,9099,24193.77862,58,BAT4808022,14.63154812,B,B4,MORTGAGE,37009.18776,Source Verified,Credit card refinancing,12.78534048,1,9493,62.59344443,7,f,7026.621135,0.097833288,8.300196003,0.308728522,0,INDIVIDUAL,77,7,37796,10259,0
38217292,7592,24503,8212.0971,59,BAT4271519,8.997115871,C,C1,RENT,79433.35422,Not Verified,Credit card refinancing,24.63685327,0,2220,81.29090033,24,f,4830.082789,0.010336223,1.287387238,0.135791674,0,INDIVIDUAL,75,55,64521,8895,0
16492475,28676,25680,15270.56372,59,BAT1104812,12.38632339,D,A3,RENT,57891.57995,Source Verified,Credit card refinancing,28.40166061,2,6243,37.41756145,14,w,1393.134212,0.017931196,3.409099549,0.110709288,0,INDIVIDUAL,53,38,360129,2640,0
56573335,17468,4925,5284.38908,59,BAT4271519,6.437947532,C,A5,MORTGAGE,76736.49373,Verified,Credit card refinancing,12.12835658,1,6893,88.23996827,15,f,212.1070922,0.08320642,1.303356608,0.928455041,0,INDIVIDUAL,37,7,78293,12784,0
36235450,20012,24901,12561.83222,59,BAT4351734,9.639898737,B,F2,MORTGAGE,65947.47078,Source Verified,Credit card refinancing,37.14028119,1,14286,53.60680414,30,w,3506.878679,0.008458372,1.882674021,0.375597806,0,INDIVIDUAL,92,35,57863,15824,0
45659227,12282,16421,5680.515424,59,BAT1780517,16.96001431,D,A5,MORTGAGE,84681.92142,Source Verified,Debt consolidation,30.34553353,0,3857,4.482811305,11,f,552.2929762,0.017535906,1.982842419,1.345657973,0,INDIVIDUAL,137,30,491502,12238,0
2672455,33118,26436,9764.535201,59,BAT5629144,12.15536002,F,C2,MORTGAGE,147423.064,Source Verified,Debt Consolidation,20.47022786,0,16201,48.80680849,18,f,4014.23842,0.002453989,0.830022202,0.651564855,0,INDIVIDUAL,56,55,65172,2286,1
17237965,22620,8480,6359.755936,58,BAT2558388,11.16059361,C,B2,RENT,62539.7363,Source Verified,Credit card refinancing,37.86431888,0,29369,41.51633208,22,f,1263.548229,0.066666745,6.710184206,1.35947455,0,INDIVIDUAL,141,29,30944,14292,0
14188708,3068,18510,16479.41161,59,BAT3726927,9.680747379,C,F2,MORTGAGE,51844.70743,Verified,Credit card refinancing,29.72068378,0,2537,61.5893097,22,w,269.2713048,0.0136437,0.607991653,0.409559904,0,INDIVIDUAL,120,48,212115,4953,1
9356172,33929,33207,8151.851869,59,BAT1766061,14.71005827,B,A4,MORTGAGE,65707.93721,Verified,Credit card refinancing,26.02331021,0,14017,80.53723651,11,w,3020.50643,0.056590391,7.901851261,0.255344094,0,INDIVIDUAL,32,407,16378,2809,0
5618472,22952,10909,14020.40106,58,BAT5629144,9.993807959,B,B3,OWN,69308.09407,Verified,Home improvement,9.386612405,0,4150,49.0424199,16,w,1554.249543,0.021580114,8.564968223,0.544336558,0,INDIVIDUAL,10,33,245814,52133,0
44617920,19608,19780,9355.995531,58,BAT5629144,15.13563162,B,A2,MORTGAGE,130176.2015,Source Verified,Credit card refinancing,35.6914656,0,13454,57.95701271,20,w,1451.761957,0.025123548,2.349781269,1.26859372,0,INDIVIDUAL,144,47,54567,67898,0
3915893,20259,4619,12040.84388,58,BAT3726927,7.738986882,E,F2,MORTGAGE,78123.90346,Source Verified,Debt consolidation,19.06995185,0,4460,74.50070794,23,w,750.46565,0.017924825,5.622217406,0.1124507,1,INDIVIDUAL,27,27,180294,7297,0
33409521,11925,10746,14582.69859,58,BAT2833642,15.45072996,E,C1,MORTGAGE,141795.6929,Source Verified,Debt consolidation,21.86488651,0,3485,71.11563693,12,w,6242.138721,0.07098068,1.548272405,0.814110548,0,INDIVIDUAL,43,40,18572,15038,0
34524267,3330,32655,24188.97413,59,BAT1184694,14.69680941,D,B1,MORTGAGE,75811.66524,Verified,Debt Consolidation,27.56518313,0,3348,10.27956224,28,f,1643.977944,0.078778214,7.995621748,0.246014382,0,INDIVIDUAL,41,21,231913,97021,0
2584275,18824,12597,21251.67352,59,BAT2575549,16.31816308,C,D1,MORTGAGE,73212.49047,Not Verified,Credit card refinancing,20.09099084,0,8893,57.44208489,21,f,471.5817596,0.012991646,6.163268378,0.66201465,0,INDIVIDUAL,43,52,385411,12987,0
9435509,13000,20547,29666.08513,58,BAT4694572,12.1466716,A,D3,MORTGAGE,103373.4376,Source Verified,Credit card refinancing,25.51584445,0,5731,14.13034298,23,w,984.8537835,0.061741454,5.054346064,0.507238624,0,INDIVIDUAL,103,39,62546,14190,0
47636705,16713,12149,9034.985552,59,BAT2333412,11.59253049,B,C2,MORTGAGE,130146.749,Source Verified,Debt consolidation,35.42060031,1,3539,72.80818261,29,f,874.2002049,0.097379789,6.697298781,0.325710009,0,INDIVIDUAL,78,49,556491,45374,0
34171542,27634,8760,33812.16823,58,BAT3193689,17.22997433,A,G4,RENT,51185.84077,Verified,Credit card refinancing,25.88153446,1,7398,27.85446428,5,f,3036.854706,0.051493411,4.961267512,1.239342551,0,INDIVIDUAL,68,55,40420,11760,0
5154746,28856,23571,32181.69078,59,BAT2803411,10.7795867,B,C4,MORTGAGE,43991.42511,Not Verified,Debt consolidation,5.754645287,0,3792,55.01830775,28,f,300.8732598,30.09021352,4.004827295,0.487005887,0,INDIVIDUAL,61,22,185058,2847,0
3642406,15077,6159,20016.74662,58,BAT2558388,11.62032126,C,C1,MORTGAGE,145433.8703,Not Verified,Debt consolidation,36.66372688,0,13891,48.8358098,6,f,260.9736419,0.003835009,10.301825,0.117144431,0,INDIVIDUAL,29,31,190745,43134,0
2477602,14916,11442,21748.53693,59,BAT4351734,11.23324163,B,A3,MORTGAGE,76232.54706,Not Verified,Credit card refinancing,17.79634876,0,1460,46.71252263,18,w,3191.002023,0.093392537,7.098761794,0.392163796,0,INDIVIDUAL,40,3,339902,24972,0
19407292,20492,30923,11659.82084,58,BAT2803411,6.062454184,B,A4,RENT,79667.86391,Source Verified,Debt consolidation,14.00540465,1,7356,59.86472433,25,f,3972.319517,0.089912343,3.464727941,0.821123695,0,INDIVIDUAL,80,38,55282,2530,0
31190039,31890,6166,11031.34657,59,BAT2558388,16.19370173,A,C4,MORTGAGE,44303.7647,Source Verified,Credit card refinancing,33.78950635,2,10645,49.36223268,22,w,770.0768563,0.084784965,0.005381489,1.404195186,0,INDIVIDUAL,25,48,14194,19263,0
9046217,18905,30287,9615.784263,58,BAT2252229,6.139055043,A,B2,RENT,75793.18104,Verified,Home improvement,20.34685053,0,4245,53.23048813,14,w,746.8393886,0.027852014,1.492953787,1.26687108,0,INDIVIDUAL,115,57,91001,21187,0
8230371,23646,6670,10276.5293,59,BAT1766061,15.41255235,A,B5,RENT,57760.09037,Source Verified,Credit card refinancing,22.03843634,0,1093,0.267983067,20,w,3266.373036,0.025587578,0.287332084,0.469485645,0,INDIVIDUAL,22,53,41957,6426,1
9528695,14465,7096,14396.58123,59,BAT4808022,6.91148271,B,F5,MORTGAGE,143524.562,Verified,Credit card refinancing,35.38471225,0,7490,50.4810227,5,w,1452.229565,0.069237595,1.993217091,1.318598798,0,INDIVIDUAL,77,31,72987,49550,0
37625304,23632,8005,8684.276081,58,BAT224923,9.336352197,B,B5,OWN,69592.76825,Verified,Debt consolidation,18.78889178,0,19414,17.51476743,10,f,82.12707703,0.035408131,1994.946595,0.810787797,0,INDIVIDUAL,9,38,160416,5004,0
69621703,27852,22503,15928.5609,59,BAT2575549,8.384480157,B,C2,MORTGAGE,44821.79343,Not Verified,Debt Consolidation,25.04373381,0,1572,23.26543047,17,f,693.3611379,0.066408949,7.769564711,1.153479876,0,INDIVIDUAL,126,23,189199,3153,0
48198389,26638,9340,10733.2606,59,BAT5525466,11.22060743,A,B3,RENT,71512.36298,Source Verified,Debt consolidation,34.51233516,0,8922,58.85279115,6,f,153.8430957,0.063271904,1.274894034,0.607563355,0,INDIVIDUAL,105,46,88908,28690,0
12664671,5915,5990,23965.3463,59,BAT3873588,5.748961342,B,A5,MORTGAGE,152492.4895,Verified,Credit card refinancing,30.03814845,1,8858,13.53382639,16,f,355.2319714,0.020804696,5.470523069,0.110440363,0,INDIVIDUAL,52,47,46684,16972,0
4910559,14472,29669,11353.61766,59,BAT1104812,9.65557653,C,C1,MORTGAGE,85473.03374,Not Verified,Credit card refinancing,30.50189026,0,4933,42.45730386,24,f,2941.901134,34.94344519,0.99787813,0.525047926,0,INDIVIDUAL,105,1561,231685,18671,0
9383151,15674,7174,12387.10339,59,BAT1104812,12.60175373,E,D3,MORTGAGE,43141.09697,Source Verified,Credit card refinancing,26.55715499,0,12266,37.10199017,15,w,2182.757028,0.004110028,2.410941201,0.45708521,0,INDIVIDUAL,17,31,97171,17144,0
28324065,31582,21935,22957.74151,59,BAT5525466,9.779106715,B,C1,MORTGAGE,78423.81042,Not Verified,Debt consolidation,23.79685099,0,1737,81.54829622,16,w,1155.496547,0.01486601,0.30723362,1.16330612,0,INDIVIDUAL,105,39,418407,155493,0
59829381,18782,12729,18182.0189,59,BAT3726927,17.25008367,A,B5,RENT,135986.1963,Source Verified,Credit card refinancing,19.01185125,0,2265,57.52807831,8,w,249.2614562,0.01019995,0.842214137,0.748658805,0,INDIVIDUAL,66,25,96681,12642,0
2537125,32392,7802,5697.409393,58,BAT1780517,11.3891747,B,D2,OWN,44537.81579,Not Verified,Debt consolidation,24.97583716,0,10481,33.03302758,8,w,866.3517116,0.045108667,3.344369804,22.62185992,0,INDIVIDUAL,131,23,169324,57174,0
29675176,4592,30269,11164.16036,58,BAT4722912,10.20673285,C,C4,RENT,167214.8329,Verified,Credit card refinancing,19.86659968,0,3162,24.26758476,18,w,62.92920907,0.046599503,1.052507405,0.744934934,0,INDIVIDUAL,15,25,232020,8068,0
16041257,5106,10976,21377.00821,58,BAT2428731,12.5781033,A,C4,MORTGAGE,83163.58138,Source Verified,Credit card refinancing,38.45775647,0,6288,12.59206656,22,f,637.5014285,0.085272352,1.681828851,0.592029329,0,INDIVIDUAL,13,458,158728,36748,0
60361492,7187,12541,8434.413126,59,BAT3873588,10.06253091,C,D1,MORTGAGE,124432.0251,Source Verified,Debt consolidation,25.24216675,0,6321,22.54024656,31,w,1551.799052,0.060953352,3.956580997,1.092210513,0,INDIVIDUAL,50,26,145650,13326,0
6656947,11807,17114,19687.91109,59,BAT2575549,14.85686938,D,B4,MORTGAGE,92737.78833,Verified,Credit card refinancing,14.9831233,0,11762,55.6702778,27,f,1179.505315,0.099656912,4.852198124,33.96954485,0,INDIVIDUAL,134,33,76213,11429,0
61577732,18612,11885,9249.56302,59,BAT5489674,9.897007192,F,C5,MORTGAGE,139082.1889,Source Verified,Debt consolidation,35.69982935,0,5959,12.73331791,23,f,3764.59773,0.024305642,4.100542087,0.591760651,0,INDIVIDUAL,115,48,103820,26596,0
8005621,15622,21096,3123.370916,58,BAT1766061,9.474054004,A,A1,RENT,69651.22461,Source Verified,Debt consolidation,19.50008517,1,57471,5.880006828,12,f,747.2753336,0.08311493,3.793935999,1.098445795,0,INDIVIDUAL,61,32,222891,6581,1
6081275,31158,34420,11542.19216,59,BAT4722912,17.70086201,B,C4,MORTGAGE,96261.31992,Source Verified,Credit card refinancing,18.5057565,0,118,64.79573377,28,w,1504.430964,0.006590008,1.689890954,0.849470563,0,INDIVIDUAL,64,31,59248,14628,0
4080687,11791,22908,10552.665,59,BAT5341619,10.3247188,C,C2,MORTGAGE,50253.30497,Source Verified,debt loan,16.588434,1,62,74.23714304,12,w,158.3830773,0.069531212,3.948199373,1.567890064,0,INDIVIDUAL,70,34,122625,16736,0
25463763,18091,6434,11905.82723,58,BAT5525466,13.05838713,C,C4,MORTGAGE,77347.53536,Source Verified,Credit card refinancing,11.4003299,1,36944,61.15244273,6,f,3177.490332,0.035817884,4.111352536,1.385256412,0,INDIVIDUAL,61,309,309092,27229,0
19505252,32998,23424,7242.575987,59,BAT3873588,12.54585239,D,B2,MORTGAGE,124192.8886,Source Verified,Credit card refinancing,27.19649685,0,20916,58.49728491,21,w,1447.16728,0.052704816,0.065612413,0.845690063,0,INDIVIDUAL,40,38,70668,12992,0
35301676,9846,7100,7863.209615,58,BAT3726927,11.06889587,A,D2,OWN,15385.97644,Not Verified,Credit card refinancing,12.44120531,0,5496,65.10996531,12,f,3202.518762,0.083651378,1.627260763,0.806072495,0,INDIVIDUAL,53,23,201877,29924,0
6245758,14878,10987,34671.73109,59,BAT1780517,6.643499193,B,B3,RENT,42939.92338,Not Verified,Debt consolidation,27.81542679,0,12969,48.84411726,23,w,8945.996112,0.091687096,5.052168626,0.937859461,0,INDIVIDUAL,142,50,33576,4616,0
2340162,10085,27127,9689.467637,59,BAT3726927,9.341158159,B,D1,MORTGAGE,44331.90971,Source Verified,Debt consolidation,28.84986111,0,383,38.28747082,20,w,1649.523459,0.017627758,7.886013082,0.609115877,0,INDIVIDUAL,128,28,80162,15844,0
36727870,14087,15176,11831.09652,59,BAT2803411,12.04887742,B,B1,MORTGAGE,37444.52884,Source Verified,Credit card refinancing,35.0000675,0,13898,24.87222869,17,w,362.1770622,0.121109702,5.768458397,0.444133627,0,INDIVIDUAL,122,45,318195,19160,0
12235711,15158,8877,13822.58522,59,BAT3726927,24.09445853,D,B3,MORTGAGE,71757.52905,Not Verified,Credit card refinancing,23.98094506,0,493,59.18325377,15,f,289.8495082,0.036640981,2.527289599,1.532234953,0,INDIVIDUAL,37,39,211049,18877,0
67954307,10861,25313,9826.961118,58,BAT2803411,9.533682505,C,C3,RENT,47446.08519,Not Verified,Debt Consolidation,32.35395922,0,3697,27.74196514,14,w,578.3362207,0.040100778,3.857242257,0.809944906,0,INDIVIDUAL,138,39,45339,6853,0
23699498,14596,9096,7933.620101,58,BAT224923,6.629086745,C,B4,RENT,57299.6987,Source Verified,Other,13.56154804,0,21533,14.72019592,21,f,258.1274923,0.0581687,0.994919775,1.122756491,0,INDIVIDUAL,145,21,141034,8100,0
61894893,8689,6402,7170.398606,59,BAT5489674,11.24962818,D,D4,RENT,54969.65526,Source Verified,Debt consolidation,10.26114273,0,4451,21.07267823,15,w,1577.929333,0.041810046,4.28351911,0.83193682,0,INDIVIDUAL,4,40,221395,49946,0
20827636,18870,33575,6050.598721,58,BAT3193689,11.28202133,A,C2,MORTGAGE,90663.54071,Source Verified,Debt consolidation,25.00741167,1,13624,56.68370367,22,w,632.319781,0.015602026,3.234525307,0.593559923,0,INDIVIDUAL,33,39,52351,61600,0
5229585,15759,21258,22972.91622,59,BAT1184694,10.38626237,B,B3,MORTGAGE,107343.8258,Source Verified,Debt Consolidation,19.76502259,0,13217,57.95785698,7,w,1430.901811,0.105185657,2.136688889,0.144944299,0,INDIVIDUAL,48,22,49394,9473,0
2334573,17172,21723,12679.638,59,BAT4136152,6.132888169,F,C5,RENT,87171.02778,Source Verified,Debt consolidation,23.86995572,1,12804,71.28864016,23,f,880.8401458,0.028903951,1.678089892,0.947342436,0,INDIVIDUAL,9,22,268198,11375,0
9072987,7586,10053,14840.61704,59,BAT4271519,7.662903365,A,A2,MORTGAGE,82429.38212,Verified,Debt consolidation,39.13869726,0,17238,53.95468121,39,w,728.0046498,0.012628902,5.716045969,1.245533277,0,INDIVIDUAL,32,39,151939,22039,0
5290517,34161,11890,13449.76854,58,BAT2558388,12.30034361,A,C2,RENT,136114.7919,Source Verified,Credit card refinancing,30.3552904,0,7094,66.80403198,38,w,3261.370497,0.087447575,2598.147468,0.349261735,0,INDIVIDUAL,20,23,117406,37752,0
18826696,16736,11969,12652.36756,58,BAT2252229,19.43117098,B,C2,RENT,91117.13777,Source Verified,Credit card refinancing,19.58115105,0,348,53.01623219,14,w,1004.272909,0.022300312,9.473442566,1.096937888,0,INDIVIDUAL,59,48,59766,11666,0
1832469,13914,28581,24871.4968,58,BAT3873588,7.137588177,C,B3,RENT,31873.50667,Verified,Home improvement,24.0705926,0,243,30.69131556,13,w,2671.337602,0.01621863,3.658336207,0.902053652,0,INDIVIDUAL,110,47,401754,4215,0
53973344,28363,14391,6961.241539,59,BAT5489674,14.47227716,B,C4,MORTGAGE,62137.41397,Source Verified,Credit card refinancing,12.42952254,1,3443,51.5595745,27,f,1235.230268,0.095900643,0.002880939,1.594320672,0,INDIVIDUAL,55,17,288524,20740,0
2090169,4118,6040,11469.24504,58,BAT1780517,7.115234086,C,C4,RENT,28823.034,Source Verified,Credit card refinancing,21.59333604,0,6832,1.322898814,14,f,1210.351463,0.087481147,1.797857001,0.998970195,0,INDIVIDUAL,70,54,69910,14596,0
53191750,20524,9641,11009.88355,59,BAT2803411,12.12373868,C,D4,RENT,71408.64702,Source Verified,Debt consolidation,10.51696412,1,654,9.471965438,23,f,1780.495784,0.030653745,2.896446748,0.538269294,0,INDIVIDUAL,18,46,329503,5505,0
43209515,15036,9608,12750.77075,59,BAT3873588,5.813860896,D,B5,RENT,85391.8526,Not Verified,Debt consolidation,11.52513666,1,23499,53.84277085,5,f,1231.293933,0.02233696,3.515691785,0.708066544,0,INDIVIDUAL,96,33,55107,71647,0
5269458,28403,31614,8521.890421,58,BAT4351734,12.31805202,E,F1,RENT,110261.9998,Source Verified,Debt consolidation,15.72000864,0,5610,24.20312044,15,f,2541.933747,0.017450228,4.214576567,1.153846706,0,INDIVIDUAL,9,34,201903,19878,0
2231338,16115,11516,10560.2753,59,BAT2252229,9.227763418,A,C2,RENT,165056.2771,Source Verified,Medical expenses,28.30839934,0,1943,44.4404245,17,f,800.9066836,0.005876948,0.993429397,0.760572419,0,INDIVIDUAL,94,28,49614,20649,0
52003330,2319,12605,9921.789651,59,BAT3873588,10.23572628,C,A5,OWN,50293.67257,Source Verified,Debt consolidation,9.000117469,0,13432,57.41298669,10,w,4416.607295,0.037749468,2.319036201,0.17782374,0,INDIVIDUAL,69,48,543240,9070,0
40656133,17999,11882,12370.70769,58,BAT5924421,11.62382795,C,F1,MORTGAGE,85761.44896,Verified,Credit card refinancing,27.65118782,0,5011,22.71696213,13,w,196.9184468,0.066556407,2.342182013,0.534360375,0,INDIVIDUAL,25,17,238778,12740,0
58475169,20492,9080,24569.85784,58,BAT4136152,16.22470075,E,B4,RENT,74170.17714,Source Verified,Debt consolidation,23.67480956,0,3640,13.34748278,19,w,3574.92749,26.12515735,5.507658167,0.845614189,0,INDIVIDUAL,62,34,561452,4799,0
3011229,4510,9202,20208.01563,58,BAT1104812,11.6393701,B,C2,MORTGAGE,52917.18385,Verified,Debt consolidation,11.3490433,0,1168,33.80520309,14,f,2363.458232,0.017357096,5.553046706,0.280655639,0,INDIVIDUAL,67,42,49281,27679,0
38888148,13228,22411,32739.02831,59,BAT5629144,11.53556912,C,E3,MORTGAGE,42888.12747,Source Verified,Credit card refinancing,22.86888945,0,1428,48.05484262,24,w,436.5614319,0.077120033,3.964670997,1.203210853,0,INDIVIDUAL,106,572,128266,15722,0
8354355,14233,23765,12469.21669,59,BAT3873588,11.34988355,C,B1,MORTGAGE,108240.7398,Verified,Major purchase,28.74273948,0,5885,48.49182987,20,w,445.152764,0.009047829,4.416522485,0.922294408,0,INDIVIDUAL,9,38,1536,42068,0
28286980,23596,17708,6390.157202,58,BAT1780517,8.437090012,B,D3,RENT,69975.48761,Not Verified,Debt consolidation,14.12497728,0,10240,48.44014352,20,f,2138.594782,0.057323209,3.152351578,1.351363948,0,INDIVIDUAL,11,44,171610,17440,1
11779075,17669,19875,16164.19175,59,BAT2078974,16.38804185,E,A5,RENT,185732.6749,Not Verified,Debt consolidation,16.69843625,0,7360,51.38659244,20,f,9581.350002,0.011850013,6.93973701,1.161980053,0,INDIVIDUAL,110,34,506843,30258,0
33893950,18760,7159,29207.34938,58,BAT5629144,11.38538206,C,C1,RENT,30882.04858,Source Verified,Credit card refinancing,26.89429912,0,9233,15.29526242,15,w,894.0598438,0.046391851,6.141019013,0.980084491,0,INDIVIDUAL,30,25,143047,4605,0
54352419,4880,32162,15114.93916,59,BAT5489674,14.57503651,C,B2,MORTGAGE,55311.09428,Not Verified,Credit card refinancing,13.05260293,0,2595,10.05012723,42,f,1639.017255,0.026881291,3.644620294,0.198032814,0,INDIVIDUAL,43,32,486407,16990,1
48262966,18674,12717,12315.36003,59,BAT4271519,12.41774263,B,A1,MORTGAGE,120123.722,Not Verified,Credit card refinancing,17.5301542,0,14756,75.8743128,22,w,576.1288361,0.013149768,2.466266145,0.9600629,0,INDIVIDUAL,3,31,40243,28344,1
6916923,27008,13045,9806.087498,59,BAT4808022,16.57978716,E,A4,RENT,56974.78311,Source Verified,Credit card refinancing,10.0053431,0,1390,49.76322281,17,w,676.5121187,0.010171229,4.35838417,46.09361385,0,INDIVIDUAL,111,23,211654,16878,0
11924241,23182,26744,18410.35212,58,BAT1586599,9.44038274,A,A3,RENT,158776.4662,Verified,Debt consolidation,36.87747312,0,2865,53.15758744,16,w,5799.867203,0.076774566,4.234663013,0.755070037,0,INDIVIDUAL,76,51,74189,31960,0
2891437,20303,11001,20161.51357,59,BAT2333412,11.35372912,C,C4,RENT,73527.28329,Source Verified,Debt consolidation,17.04595399,0,10578,82.02393635,9,f,2698.832506,0.028342579,3.74537609,1.410116593,0,INDIVIDUAL,87,41,42876,5717,0
38547269,1970,9528,12996.48027,59,BAT5849876,9.319640736,C,C4,RENT,35817.92097,Not Verified,Debt Consolidation,15.12531873,0,6079,53.48739301,9,f,1745.116321,0.015538205,0.513791299,0.935178399,0,INDIVIDUAL,90,33,96528,7794,0
5615467,25312,16146,22159.74155,59,BAT4722912,9.267180399,E,B3,MORTGAGE,71342.7986,Verified,Debt consolidation,32.92594644,1,5249,73.25589902,14,f,584.2520243,0.001800231,4.989961665,0.130458535,0,INDIVIDUAL,9,14,272425,57474,0
18313584,17229,13206,11085.48554,59,BAT4694572,8.377007617,F,E2,RENT,51413.13291,Source Verified,Credit card refinancing,28.67709697,0,16710,71.30941536,23,w,528.3818889,0.072511239,7.449618544,0.921763176,0,INDIVIDUAL,58,7,213436,36643,0
